"PRINCIPIO ACTIVO","PRESENTACION","PRODUCTO","LABORATORIO","FAMILIA","FORMA"
"levotiroxina","112 mcg comp.x 50","T4 MONTPELLIER 112","Montpellier","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"liotironina","comp.x 30","T3 MONTPELLIER 5","Montpellier","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"liotironina","comp.x 30","T3 MONTPELLIER 20","Montpellier","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"loperamida","2 mg comp.x 10","LOPERAMIDA VANNIER","Vannier","Antidiarreico","Comprimidos/Pastillas/Tabletas/Grageas"
"loperamida","comp.x 10","LOPERAMIDA FABRA","Fabra","Antidiarreico","Comprimidos/Pastillas/Tabletas/Grageas"
"loperamida","comp.x 10","IONET","Cetus","Antidiarreico","Comprimidos/Pastillas/Tabletas/Grageas"
"loperamida","comp.x 10","REGULANE","Finadiet","Antidiarreico","Comprimidos/Pastillas/Tabletas/Grageas"
"loperamida","2 mg comp.x 10","LOPERIX","Rospaw","Antidiarreico","Comprimidos/Pastillas/Tabletas/Grageas"
"loperamida","comp.x 10","COLIFILM","Eurofarma","Antidiarreico","Comprimidos/Pastillas/Tabletas/Grageas"
"loperamida","2 mg comp.x 10","CUSTEY","Microsules Arg.","Antidiarreico","Comprimidos/Pastillas/Tabletas/Grageas"
"loperamida","comp.x 10","NORMASEC","Ronnet","Antidiarreico","Comprimidos/Pastillas/Tabletas/Grageas"
"loperamida","2 mg comp.x 10","LANSEKA","Lafedar","Antidiarreico","Comprimidos/Pastillas/Tabletas/Grageas"
"loratadina","comp.x 10","ALERPRIV","Montpellier","Antihistaminico","Comprimidos/Pastillas/Tabletas/Grageas"
"loratadina","jbe.x 60 ml","PRIMER NIVEL","Laboratorios Be","Antihistaminico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"loratadina","jbe.x 90 ml","DEVEDRYL","Klonal","Antialergico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"loratadina","comp.x 10","VIXIDONE L","Siegfried","Antialergico","Comprimidos/Pastillas/Tabletas/Grageas"
"loratadina","10 mg comp.x 30","PRIMER NIVEL","Laboratorios Be","Antihistaminico","Comprimidos/Pastillas/Tabletas/Grageas"
"loratadina","10 mg comp.x 10","LORATADINA VANNIER","Vannier","Antihistaminico","Comprimidos/Pastillas/Tabletas/Grageas"
"loratadina","comp.x 10","NULAREF","Lafedar","Antihistaminico","Comprimidos/Pastillas/Tabletas/Grageas"
"loratadina","10 mg comp.x 15","DEVEDRYL","Klonal","Antihistaminico","Comprimidos/Pastillas/Tabletas/Grageas"
"loratadina","comp.x 30","LISALER","Fortbenton","Antihistaminico","Comprimidos/Pastillas/Tabletas/Grageas"
"loratadina","jbe.x 60 ml","ALERPRIV","Montpellier","Antihistaminico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"loratadina","comp.x 10","LISALER","Fortbenton","Antihistaminico","Comprimidos/Pastillas/Tabletas/Grageas"
"loratadina","jbe.x 60 ml","LORATADINA VANNIER","Vannier","Antihistaminico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"loratadina","jbe.x 60 ml","NULAREF","Lafedar","Antihistaminico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"loratadina","comp.x 30","ALERPRIV","Montpellier","Antihistaminico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.rec.x 15","PRISONIL","Lepetit","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.x 30","ANTIPRESOL","Fecofar","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.rec.x 30","TACICUL","Denver Farma","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.x 30","PRISONIL 100","Lepetit","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.x 60","LOSARTAN VANNIER","Vannier","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.rec.x 30","VINTEX","Rospaw","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.rec.x 60","LOREBIL 50","Gâminis Farmacâ","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.rec.x 60","PRISONIL","Lepetit","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.x 60","LOSARTAN RICHET","Richet","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.x 30","LOSARTAN RICHET","Richet","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.rec.x 30","PAXON","Gador","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.rec.x 30","LOSACOR","Roemmers","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.x 30","COZAAREX","Organon Arg.","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.x 30","FENSARTAN","Elea","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.x 60","LOPLAC","Casasco","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.rec.x 30","ENROMIC","Microsules Arg.","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.rec.x 60","PRESIMAX 50","BagÂ¢","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.rec.x 60","ENROMIC","Microsules Arg.","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.x 28","TACARDIA","Richmond","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.x 30","CARTAN","Eurofarma","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp. rec.x 30","FRABAN","Francelab","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","comp.rec.x 60","NITEN 100","Teva Argentina","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.x 60","LOPLAC","Casasco","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.rec.x 60","LOSACOR","Roemmers","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.x 30","TEMISARTAN","Temis-LostalÂ¢","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.x 30","LOPLAC XR","Casasco","Antihipertensivo","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"losartan","100 mg comp.x 60","PRISONIL 100","Lepetit","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","comp.lib.cont.x30","FENSARTAN CRONOS","Elea","Antihipertensivo","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"losartan","50 mg comp.x 30 (TRZB)","LOSARTAN RICHET","Richet","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.x 30","COZAAREX","Organon Arg.","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.rec.x 30","PAXON","Gador","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.x 30","FENSARTAN","Elea","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.x 30","LOSARGAL","Sant Gall","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp. rec.x 30","FRABAN 50","Francelab","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.rec.x 30","FIBAN 100","Finadiet","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","comp.x 60","NITEN","Teva Argentina","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.x 30","LOPLAC","Casasco","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.rec.x 30","PRESIMAX 100","BagÂ¢","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.rec.x 30","PRISONIL","Lepetit","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.x 30","BESUBIAL","Biosintex Retai","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.rec.x 30","LOCTENK","Biotenk","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.x 30","JESAN","Savant Generic","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.rec.x 30","FIBAN 50","Finadiet","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.x 60","TACARDIA","Richmond","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.rec.x 30","PRESIMAX 50","BagÂ¢","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.x 30","LOSARTAN VANNIER","Vannier","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.rec.x 60","LOCTENK","Biotenk","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.rec.x 30","ENROMIC","Microsules Arg.","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","comp.rec.x 30","NITEN 100","Teva Argentina","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.rec.x 30","LOSACOR","Roemmers","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.x 30","CORTICOSAN","Fabra","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.x 30","LOPLAC","Casasco","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.rec.x 30","TARCANE","Eczane","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.rec.x 30","VASEXTEN 100","Laboratorios Be","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.rec.x 60","PAXON","Gador","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.rec.x 30","LOSARTAN LABSA","Labsa","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.lib.cont.x30","PAXON XR","Gador","Antihipertensivo","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"losartan","50 mg comp.x 30","TROEZEL","Duncan","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.x 30","PRESINOR","Lafedar","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","comp.x 30","NITEN","Teva Argentina","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.x 30","TACARDIA","Richmond","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.rec.x 30","TARCANE","Eczane","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.rec.x 30","LOREBIL 100","Gâminis Farmacâ","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.x 30","KLOSARTAN","Klonal","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.rec.x 30","VASEXTEN 50","Laboratorios Be","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.rec.x 60","PAXON","Gador","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.x 30","KLOSARTAN","Klonal","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.rec.x 30","LOSARTAN LABSA","Labsa","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.x 30","ANTIPRESOL","Fecofar","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.x 15","PRESINOR","Lafedar","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.rec.x 30","VINTEX","Rospaw","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.rec.x 60","LOREBIL 100","Gâminis Farmacâ","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.x 30","LOSARTAN TECHSPERE","Techsphere","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.x 30","CARTAN","Eurofarma","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.rec.x 30","LOREBIL 50","Gâminis Farmacâ","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","100 mg comp.x 60","LOSARTAN RICHET","Richet","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.x 30","TEMISARTAN","Temis-LostalÂ¢","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.x 60","FENSARTAN","Elea","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","50 mg comp.rec.x 30","LOCTENK","Biotenk","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan","12.5 mg comp.rec.x 30","LOSARTAN LABSA","Labsa","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","50/12.5 mg comp.rec.x 30","VASEXTEN D","Laboratorios Be","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","100/12.5 mg comp.rec.x30","PAXON D","Gador","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","50/12.5 mg comp.x 30","COZAAREX D","Organon Arg.","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","comp.rec.x 30","TEMISARTAN DIUR 50/12.5","Temis-LostalÂ¢","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","50/12.5 mg comp.x 30","KLOSARTAN-D","Klonal","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","50 mg/12.5 mg comp.x 30","LOPLAC D","Casasco","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","comp.rec.x 30","LOCTENK D 100","Biotenk","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","100/25 mg comp.rec.x 30","PRISONIL D","Lepetit","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","50/12.5 mg comp.rec.x 30","TACICUL D","Denver Farma","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","100/12.5 mg comp.x 30","COZAAREX D","Organon Arg.","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","50/12.5 mg comp.rec.x 30","ENROMIC D","Microsules Arg.","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","100/25 mg comp.x 30","ANTIPRESOL D","Fecofar","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","50/12.5 mg comp.rec.x 60","PAXON D","Gador","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","100/25 mg comp.rec.x 30","CARTAN D 100","Eurofarma","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","100/25mg comp.rec.x 30","PRESIMAX D 100","BagÂ¢","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","comp.x 30","NITEN D","Teva Argentina","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","comp.rec.x 30","PRESINOR D","Lafedar","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","100 mg/25 mg comp.x 30","LOPLAC D","Casasco","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","100/25 mg comp.x 30","COZAAREX D","Organon Arg.","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","100/25 mg comp.rec.x 30","ENROMIC D","Microsules Arg.","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","50/12.5 mg comp.x 30","ANTIPRESOL D","Fecofar","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","50/12.5 mg comp.rec.x 30","LOSACOR D","Roemmers","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","50/12.5 mg comp.rec.x 30","PAXON D","Gador","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","50/12.5 mg comp.rec.x 30","CARTAN D","Eurofarma","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","comp.rec.x 30","NITEN D 100","Teva Argentina","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","comp.rec.x 15","PRESINOR D","Lafedar","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","50/12.5 mg comp.rec.x 30","PRESIMAX D 50","BagÂ¢","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","50/12.5 mg comp.rec.x 15","PRISONIL D","Lepetit","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","50/12.5 mg comp.rec.x 30","PRISONIL D","Lepetit","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","100/25 mg comp.rec.x 60","PRISONIL D","Lepetit","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","100/25 mg comp.rec.x 30","VASEXTEN D","Laboratorios Be","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","100/25 mg comp.rec.x 30","PAXON D","Gador","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","comp.rec.x 30","TEMISARTAN DIUR 100/25","Temis-LostalÂ¢","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","50/12.5 mg comp.rec.x 60","PRISONIL D","Lepetit","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","comp.x 30","FENSARTAN D","Elea","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","100/25 mg comp.rec.x 30","LOSACOR D","Roemmers","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","50/12.5 mg comp.x 28","TACARDIA D","Richmond","Antihipertensivo Diuretico","Comprimidos/Pastillas/Tabletas/Grageas"
"losartan+hidroclorotiazida","comp.rec.x 30","LOCTENK D","Biotenk","Antihipertensivo","Comprimidos/Pastillas/Tabletas/Grageas"
"loteprednol+tobramicina","susp.oft.x 5 ml","LOTEVIS T","Max Vision","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"loteprednol+tobramicina","susp.oft.x 5 ml","TOBRABIOTIC SOFT","Denver Farma","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"loteprednol+tobramicina","fco.gotero x 5 ml","ZYLET","Bausch & Lomb A","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"loteprednol+tobramicina","susp.oft.x 5 ml","LOPRED BIOTIC","Elea","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"loteprednol+tobramicina","susp.oft.x 5 ml","LOTEMICIN","Poen","Antibiotico Antiinfl.","Gotas oftÂ lmicas/Colirios"
"loteprednol,etabonato","susp.oft.x 5 ml","LOTESOFT","Poen","Corticosteroide oftalmico","Gotas oftÂ lmicas/Colirios"
"loteprednol,etabonato","ung.oft.x 3.5 g","LOTESOFT","Poen","Corticosteroide oftalmico","Cremas/Geles/Pomadas/UngÂentos"
"loteprednol,etabonato","susp.oft.x 5 ml","TALOF","Max Vision","Corticosteroide oftalmico","Gotas oftÂ lmicas/Colirios"
"loteprednol,etabonato","susp.oft.x 5 ml","LOTEVIS","Max Vision","Corticosteroide oftalmico","Gotas oftÂ lmicas/Colirios"
"loteprednol,etabonato","susp.oft.x 5 ml","LOTEMAX","Bausch & Lomb A","Corticosteroide oftalmico","Gotas oftÂ lmicas/Colirios"
"loteprednol,etabonato","susp.oft.x 5 ml","LOPRED","Elea","Corticosteroide oftalmico","Gotas oftÂ lmicas/Colirios"
"magnesio,valproato","200 mg comp.x 30","LOGICAL","Teva Argentina","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"magnesio,valproato","400 mg comp.x 60","LOGICAL","Teva Argentina","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"magnesio,valproato","400 mg comp.x 30","LOGICAL","Teva Argentina","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"magnesio,valproato","200 mg comp.x 60","LOGICAL","Teva Argentina","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"mebendazol","comp.mast.x 6","MEBUTAR 200","AndrÂ¢maco","Antiparasitario","Comprimidos/Pastillas/Tabletas/Grageas"
"mebendazol","2%susp. fco.x 100 x 30ml","MEBENDAZOL DUNCAN","Duncan","Antiparasitario","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"mebendazol","100 mg comp.x 6","MEBENDAZOL FABRA","Fabra","Antiparasitario","Comprimidos/Pastillas/Tabletas/Grageas"
"mebendazol","500 mg comp.x 6","MEBENDAZOL FABRA","Fabra","Antiparasitario","Comprimidos/Pastillas/Tabletas/Grageas"
"mebendazol","200 mg comp.x 6","TRU M","Laboratorio Val","Antiparasitario","Comprimidos/Pastillas/Tabletas/Grageas"
"mebendazol","susp.x 30 ml","MEBUTAR 200","AndrÂ¢maco","Antiparasitario","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"mebendazol","comp.x 6","MEBUTAR 200","AndrÂ¢maco","Antiparasitario","Comprimidos/Pastillas/Tabletas/Grageas"
"meprednisona","8 mg comp.x 20","CORTIPYREN B","Gador","Corticosteroide","Comprimidos/Pastillas/Tabletas/Grageas"
"meprednisona","4 mg comp.x 20","GALLCORT","Sant Gall","Corticosteroide","Comprimidos/Pastillas/Tabletas/Grageas"
"meprednisona","8 mg comp.x 20","LA MEPREDNISONA","Biotenk","Corticosteroide","Comprimidos/Pastillas/Tabletas/Grageas"
"meprednisona","0.4% gts.orales x 15 ml","PREDNISONAL","Klonal","Corticosteroide","Gotas orales"
"meprednisona","40 mg comp.x 20 (TRZB)","MEPREDNISONA RICHET","Richet","Corticosteroide","Comprimidos/Pastillas/Tabletas/Grageas"
"meprednisona","4 mg comp.x 20 (TRZB)","MEPREDNISONA RICHET","Richet","Corticosteroide","Comprimidos/Pastillas/Tabletas/Grageas"
"meprednisona","4 mg comp.x 20","LA MEPREDNISONA","Biotenk","Corticosteroide","Comprimidos/Pastillas/Tabletas/Grageas"
"meprednisona","40 mg comp.x 20","PREDNISONAL","Klonal","Corticosteroide","Comprimidos/Pastillas/Tabletas/Grageas"
