"PRINCIPIO ACTIVO","PRESENTACION","PRODUCTO","LABORATORIO","FAMILIA","FORMA"
"latanoprost+timolol","colirio x 2.5 ml","LOUTEN T","Poen","Hipotensor ocular","Gotas oftÂ lmicas/Colirios"
"latanoprost+timolol","gts.oft.x 2.5 ml","LATANOFLAX T","Sidus","Hipotensor ocular","Gotas oftÂ lmicas/Colirios"
"latanoprost+timolol","gts.oft.x 2.5 ml","LATIMODORF","PharmaDorf","Hipotensor ocular","Gotas oftÂ lmicas/Colirios"
"latanoprost+timolol","gts.oft.x 2.5 ml","GLAUCOSTAT T","Max Vision","Hipotensor ocular","Gotas oftÂ lmicas/Colirios"
"latanoprosteno bunod","sol.oft. x 5 ml","VYZULTA","Bausch & Lomb A","Antiglaucomatoso","Gotas oftÂ lmicas/Colirios"
"leflunomida","20 mg comp.rec.x 30","INMUNOARTRO","Beta","Antirreumatico Inmunomodulador","Comprimidos/Pastillas/Tabletas/Grageas"
"leflunomida","20 mg comp.rec.x 30","LEFLUAR","Rontag","Antirreumatico Inmunomodulador","Comprimidos/Pastillas/Tabletas/Grageas"
"leflunomida","20 mg comp.rec.x 30","FLUXAP","Trb-Pharma","Antirreumatico Inmunomodulador","Comprimidos/Pastillas/Tabletas/Grageas"
"leflunomida","20 mg comp.rec.x 30","AFIANCEN","Eurofarma","Antirreumatico Inmunomodulador","Comprimidos/Pastillas/Tabletas/Grageas"
"leflunomida","20 mg comp.rec.x 30","LEFLUNOMIDA SC","Ariston","Antirreumatico Inmunomodulador","Comprimidos/Pastillas/Tabletas/Grageas"
"leflunomida","20 mg comp.rec.x 60","FLUDART","Craveri","Antirreumatico Inmunomodulador","Comprimidos/Pastillas/Tabletas/Grageas"
"leflunomida","20 mg comp.rec.x 30","FILARTROS","Teva Argentina","Antirreumatico Inmunomodulador","Comprimidos/Pastillas/Tabletas/Grageas"
"leflunomida","20 mg comp.rec.x 30","FLUDART","Craveri","Antirreumatico Inmunomodulador","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","sol.oral x 300 ml","CALLEXE","Casasco","Anticonvulsivo","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"levetiracetam","500 mg comp.x 60","LEVRON","Rontag","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","1000 mg comp.rec.x 30","LEPTAM","Beta","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.x 60","EQUILEA","Elea","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.rec.ran.x 20","LEVECOM 500","Baliarda","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","1000 mg comp.rec.x 30","LEVENOVA","Celnova Argenti","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.x 60","LEVAXON","Adium","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","1000 mg comp.rec.x 30","CALLEXE","Casasco","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.x 20","LEVRON","Rontag","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.rec.x 60","LEPTAM","Beta","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","1000 mg comp.x 30","ETABYX","Gador","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","soluciÂ¢n x 300 ml","MOLIVAL","Temis-LostalÂ¢","Antiepileptico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"levetiracetam","500 mg comp.x 30","EQUILEA","Elea","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.rec.x 60","LEVENOVA","Celnova Argenti","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.x 20","LEVAXON","Adium","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.rec.x 50","CALLEXE","Casasco","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","1000 mg comp.x 60","KEPPRA","GlaxoSmithKline","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.rec.x 30","LEPTAM","Beta","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","1000 mg comp.rec.x 60","CALLEXE","Casasco","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","sol.oral x 300 ml","KEPPRA","GlaxoSmithKline","Antiepileptico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"levetiracetam","1000 mg comp.rec.x 60","RACETAM 1000","BagÂ¢","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.rec.x 60","ETABYX","Gador","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","1000 mg comp.rec.x 30","LEVITAL","Siegfried","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.rec.x 30","CALLEXE","Casasco","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.x 30","KEPPRA","GlaxoSmithKline","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.rec.x 60","CALLEXE","Casasco","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.rec.ran.x 30","LEVECOM 500","Baliarda","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","1000 mg comp.x 60","LEVRON","Rontag","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","750 mg comp.lib.prol.x30","LEVECOM XR 750","Baliarda","Antiepileptico","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"levetiracetam","sol.oral x 300 ml","LEVECOM SOLUCIÃ N","Baliarda","Antiepileptico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"levetiracetam","1000 mg comp.rec.x 30","RACETAM 1000","BagÂ¢","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.rec.x 30","ETABYX","Gador","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","comp.rec.ran.x 30","VECETAM 1000","Richmond","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.rec.x 60","LEVITAL","Siegfried","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.x 60","KEPPRA","GlaxoSmithKline","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","1000 mg comp.rec.x 30","MOLIVAL 1000","Temis-LostalÂ¢","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","250 mg comp.x 30","LEVRON","Rontag","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","1000 mg comp.x 30","KEPPRA","GlaxoSmithKline","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","1000 mg comp.x 30","LAFONTEN","Teva Argentina","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.lib.prol.x30","LEVECOM XR 500","Baliarda","Antiepileptico","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"levetiracetam","1000mg comp.rec.ran.x 60","LEVECOM 1000","Baliarda","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.rec.x 60","RACETAM 500","BagÂ¢","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","comp.rec.ran.x 60","VECETAM 500","Richmond","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.rec.x 30","LEVITAL","Siegfried","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.x 20","KEPPRA","GlaxoSmithKline","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.rec.x 60","MOLIVAL 500","Temis-LostalÂ¢","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","1000mg comp.rec.ran.x 30","LEVECOM 1000","Baliarda","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","1000 mg comp.x 60","EQUILEA","Elea","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.x 30","LAFONTEN","Teva Argentina","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.rec.x 30","RACETAM 500","BagÂ¢","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","750 mg comp.x 30","CALLEXE XR","Casasco","Anticonvulsivo","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"levetiracetam","500 mg iny.a.x 5","CALLEXE","Casasco","Anticonvulsivo","Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent"
"levetiracetam","1000 mg comp.x 30","LEVRON","Rontag","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","sol.oral x 200 ml","LEVITAL","Siegfried","Antiepileptico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"levetiracetam","100 mg/ml susp.x 300 ml","LEVETIRACETAM RICHET","Richet","Antiepileptico","Jarabe/SuspensiÂ¢n oral/Polvo para uso oral"
"levetiracetam","1000 mg comp.x 30","EQUILEA","Elea","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.rec.ran.x 60","LEVECOM 500","Baliarda","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","1000 mg comp.x 30","LEVAXON","Adium","Antiepileptico","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","1000 mg comp.rec.x 50","CALLEXE","Casasco","Anticonvulsivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levetiracetam","500 mg comp.x 30","CALLEXE XR","Casasco","Anticonvulsivo","CÂ ps./Comp. de LiberaciÂ¢n Controlada"
"levocetirizina","5 mg comp.rec.x 10","TIRIZ","Eurofarma","Antihistaminico","Comprimidos/Pastillas/Tabletas/Grageas"
"levocetirizina","gts.x 20 ml","LEVOMINE","AndrÂ¢maco","Antialergico Antihistaminico","Gotas/Geles nasales"
"levocetirizina","5 mg comp.rec.x 30","TIRIZ","Eurofarma","Antihistaminico","Comprimidos/Pastillas/Tabletas/Grageas"
"levocetirizina","5 mg comp.rec.x 30","ANALERG","Rontag","Antihistaminico","Comprimidos/Pastillas/Tabletas/Grageas"
"levocetirizina","10 mg comp.x 30","SUPRALER FORTE","Panalab","Antihistaminico","Comprimidos/Pastillas/Tabletas/Grageas"
"levocetirizina","5 mg gtas.x 20 ml","SUPRALER","Panalab","Antialergico Antihistaminico","Gotas/Geles nasales"
"levocetirizina","5 mg comp.rec.x 10","ANALERG","Rontag","Antihistaminico","Comprimidos/Pastillas/Tabletas/Grageas"
"levocetirizina","5 mg cÂ ps.x 30","SUPRALER RAPID","Panalab","Antialergico Antihistaminico","CÂ psulas/Softgels"
"levocetirizina","5 mg comp.x 10","LEVOMINE","AndrÂ¢maco","Antihistaminico","Comprimidos/Pastillas/Tabletas/Grageas"
"levocetirizina","5 mg comp.x 30","SUPRALER","Panalab","Antihistaminico","Comprimidos/Pastillas/Tabletas/Grageas"
"levocetirizina","10 mg comp.x 10","SUPRALER FORTE","Panalab","Antihistaminico","Comprimidos/Pastillas/Tabletas/Grageas"
"levocetirizina","5 mg cÂ ps.x 10","SUPRALER RAPID","Panalab","Antialergico Antihistaminico","CÂ psulas/Softgels"
"levocetirizina","5 mg comp.x 10","SUPRALER","Panalab","Antihistaminico","Comprimidos/Pastillas/Tabletas/Grageas"
"levocetirizina","5 mg comp.x 30","LEVOMINE","AndrÂ¢maco","Antihistaminico","Comprimidos/Pastillas/Tabletas/Grageas"
"levodopa+benserazida","250 mg comp.x 30","MADOPAR","Siegfried","Antiparkinsoniano","Comprimidos/Pastillas/Tabletas/Grageas"
"levodopa+benserazida","250 mg comp.x 50","MADOPAR","Siegfried","Antiparkinsoniano","Comprimidos/Pastillas/Tabletas/Grageas"
"levodopa+benserazida","125 mg cÂ ps.x 50","MADOPAR HBS","Siegfried","Antiparkinsoniano","CÂ psulas/Softgels"
"levodopa+benserazida","125 mg tab.dispers.x 100","MADOPAR DISPERSABLE","Siegfried","Antiparkinsoniano","Comprimidos/Pastillas/Tabletas/Grageas"
"levodopa+benserazida","125 mg cÂ ps.x 30","MADOPAR HBS","Siegfried","Antiparkinsoniano","CÂ psulas/Softgels"
"levodopa+benserazida","62.5 mg tab.dispers.x100","MADOPAR DISPERSABLE","Siegfried","Antiparkinsoniano","Comprimidos/Pastillas/Tabletas/Grageas"
"levodopa+carbidopa","100 mg/25 mg comp.x 30","PARKINEL 100/25","BagÂ¢","Antiparkinsoniano","Comprimidos/Pastillas/Tabletas/Grageas"
"levodopa+carbidopa","100/25 comp. x 60","LEBOCAR","Pfizer","Antiparkinsoniano","Comprimidos/Pastillas/Tabletas/Grageas"
"levodopa+carbidopa","250 mg/25 mg comp.x 60","PARKINEL 250/25","BagÂ¢","Antiparkinsoniano","Comprimidos/Pastillas/Tabletas/Grageas"
"levodopa+carbidopa","250/25 mg comp.x 30","LECARGE","Klonal","Antiparkinsoniano","Comprimidos/Pastillas/Tabletas/Grageas"
"levodopa+carbidopa","100/25 comp. x 30","LEBOCAR","Pfizer","Antiparkinsoniano","Comprimidos/Pastillas/Tabletas/Grageas"
"levodopa+carbidopa","250/25 comp. x 30","LEBOCAR","Pfizer","Antiparkinsoniano","Comprimidos/Pastillas/Tabletas/Grageas"
"levodopa+carbidopa","250/25 comp. x 60","LEBOCAR","Pfizer","Antiparkinsoniano","Comprimidos/Pastillas/Tabletas/Grageas"
"levodopa+carbidopa","250 mg/25 mg comp.x 30","PARKINEL 250/25","BagÂ¢","Antiparkinsoniano","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","500 mg comp.rec.ran.x 7","SEPTIBIOTIC","Sidus","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","500 mg comp.rec.x 7","FLOXLEVO","Biotenk","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","750 mg comp.rec.x 5","UNILEVO 750","Gâminis Farmacâ","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","500 mg comp.rec.x 7","BACFURON","Laboratorios Be","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","750 mg comp.rec.x 5","BACTIFREN 750","Montpellier","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","750 mg comp.rec.x 5","LEVOFLOXACINA FABRA","Fabra","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","750 mg comp.rec.x 5","BACTOCILINA","Lazar","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","750 mg comp.rec.x 5","ELY DIAR","Microsules Arg.","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","500 mg comp.rec.x 7","ULTRAQUIN","Panalab","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","750 mg comp. rec.x 5","LEVOFLOXACINA RICHET","Richet","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","500 mg comp.rec.x 7","BACTOCILINA","Lazar","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","750 mg comp.rec.x 5","FENTAXINA","Casasco","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","750 mg comp.rec.x 5","SEPTIBIOTIC","Sidus","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","500 mg comp.rec.x 7","CEPLENE PLUS","Duncan","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","500 mg comp.rec.x 7","LEFLUMAX","Elea","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","750 mg comp.rec.x 5","ANUAR","Siegfried","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","750 mg comp.rec.x 5","CEPLENE PLUS","Duncan","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","500 mg comp.rec.ran.x 7","VALIFLOX 500","Baliarda","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","750 mg comp.rec.x 5","LEFLUMAX","Elea","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","500 mg comp.rec.x 7","FENTAXINA","Casasco","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","500 mg comp.rec.ran.x 7","UNIFLOX","Adium","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","500 mg comp.rec.x 7","ANUAR","Siegfried","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","500 mg comp.rec.ran.x 14","SEPTIBIOTIC","Sidus","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","750 mg comp.rec.x 5","UNIFLOX 750","Adium","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","500 mg comp. rec.x 7","LEVOFLOXACINA RICHET","Richet","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","750 mg comp.rec.x 5","LEXOBRON 750","Roemmers","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","500 mg comp.rec.x 7","BACTIFREN 500","Montpellier","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","500 mg comp.rec.x 14","UNILEVO 500","Gâminis Farmacâ","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","500 mg comp. rec.x 14","LEVOFLOXACINA RICHET","Richet","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","750 mg comp.rec.x 5","ULTRAQUIN","Panalab","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","500 mg comp.rec.x 7","LEXOBRON 500","Roemmers","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","750 mg comp.rec.ran.x 5","VALIFLOX 750","Baliarda","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","750 mg comp.rec.x 5","BACFURON","Laboratorios Be","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","500 mg comp.rec.x 7","UNILEVO 500","Gâminis Farmacâ","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","750 mg comp.rec.x 5","FLOXLEVO","Biotenk","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","500 mg comp.rec.x 14","ULTRAQUIN","Panalab","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","500 mg comp.rec.x 14","BACFURON","Laboratorios Be","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","500 mg comp.rec.ran.x 14","UNIFLOX","Adium","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levofloxacina","comp. rec.x 5","TAMIRAM 750","Eurofarma","Antibiotico","Comprimidos/Pastillas/Tabletas/Grageas"
"levonorgestrel","comp.rec.x 35","NORGESTREL CONTINUO","Biotenk","Anticonceptivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levonorgestrel+estradiol","blist.grag.x 21","CICLOCUR","Adium","Hormonoterapia","Comprimidos/Pastillas/Tabletas/Grageas"
"levonorgestrel+etinilestradiol","comp.rec.x 21","NORGESTREL PLUS","Biotenk","Anticonceptivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levonorgestrel+etinilestradiol","comp.x 28","FEMEXIN 28","Elea","Anticonceptivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levonorgestrel+etinilestradiol","blist.grag.x 21","MICROGYNON","Adium","Anticonceptivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levonorgestrel+etinilestradiol","comp.x 21","APRIL","Gador","Anticonceptivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levonorgestrel+etinilestradiol","comp.x 21","NICOLLE","Biotenk","Anticonceptivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levonorgestrel+etinilestradiol","grag.x 21","MICROVLAR","Adium","Anovulatorio","Comprimidos/Pastillas/Tabletas/Grageas"
"levonorgestrel+etinilestradiol","comp.x 2","DOS DIAS N","Elea","Diag.de amenorreas","Comprimidos/Pastillas/Tabletas/Grageas"
"levonorgestrel+etinilestradiol","comp.x 28","ELEKTRA","Craveri","Anovulatorio","Comprimidos/Pastillas/Tabletas/Grageas"
"levonorgestrel+etinilestradiol","comp.rec.x 21","MICROFEM MAX","Lafedar","Anticonceptivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levonorgestrel+etinilestradiol","grag.x 21","TRIDESTAN N","Gador","Anticonceptivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levonorgestrel+etinilestradiol","comp.x 28","NORFEN","PharmaDorf","Anticonceptivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levonorgestrel+etinilestradiol","comp.rec.x 28","ELEKTRA MAX","Craveri","Anovulatorio","Comprimidos/Pastillas/Tabletas/Grageas"
"levonorgestrel+etinilestradiol","comp.x 28","APRIL 28","Gador","Anticonceptivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levonorgestrel+etinilestradiol","comp.rec.x 91 (84-7)","ANUBIS","Siegfried","Anticonceptivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levonorgestrel+etinilestradiol","comp.x 21","FEMEXIN","Elea","Anticonceptivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levonorgestrel+etinilestradiol","blist.grag.x 21","TRIQUILAR","Adium","Anticonceptivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levonorgestrel+etinilestradiol","grag.x 21","MIRANOVA","Bayer (PH)","Anticonceptivo","Comprimidos/Pastillas/Tabletas/Grageas"
"levonorgestrel+etinilestradiol","comp.rec.x 21","FORLADY","Microsules Arg.","Anovulatorio","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","88 mcg comp.x 50","LEVOTIROXINA GSK","GlaxoSmithKline","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","75 mcg comp.birran.x 50","EUTHYROX","Elea","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","175 mcg comp.birran.x 50","EUTHYROX","Elea","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","88 mcg comp.x 50","T4 MONTPELLIER 88","Montpellier","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","100 mcg comp.x 50","LEVOTIROXINA GSK","GlaxoSmithKline","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","75 mcg comp.x 50","LEVOTIROXINA GSK","GlaxoSmithKline","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","50 mcg comp.birran.x 50","EUTHYROX","Elea","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","175 mcg comp.x 50","LEVOTIROXINA GSK","GlaxoSmithKline","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","25 mcg comp.x 50","T4 MONTPELLIER 25","Montpellier","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","200 mcg comp.x 50","T4 MONTPELLIER 200","Montpellier","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","25 mcg comp.x 50","LEVOTIROXINA GSK","GlaxoSmithKline","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","137 mcg comp.birran.x 50","EUTHYROX","Elea","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","150 mcg comp.x 50","LEVOTIROXINA GSK","GlaxoSmithKline","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","50 mcg comp.x 50","LEVOTIROXINA GSK","GlaxoSmithKline","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","125 mcg comp.x 50","T4 MONTPELLIER 125","Montpellier","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","150 mcg comp.x 50","T4 MONTPELLIER 150","Montpellier","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","0.10 mg comp.x 50","LEVOTIROXINA FABRA 100","Fabra","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","112 mcg comp.birran.x 50","EUTHYROX","Elea","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","137 mcg comp.x 50","LEVOTIROXINA GSK","GlaxoSmithKline","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","150 mcg comp.birran.x 50","EUTHYROX","Elea","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","75 mcg comp.x 50","T4 MONTPELLIER 75","Montpellier","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","175 mcg comp.x 50","T4 MONTPELLIER 175","Montpellier","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","88 mcg comp.birran.x 50","EUTHYROX","Elea","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","125 mcg comp.x 50","LEVOTIROXINA GSK","GlaxoSmithKline","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","125 mcg comp.birran.x 50","EUTHYROX","Elea","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","0.05 mg comp.x 50","LEVOTIROXINA FABRA 50","Fabra","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","50 mcg comp.x 50","T4 MONTPELLIER 50","Montpellier","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","137 mcg comp.x 50","T4 MONTPELLIER 137","Montpellier","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","112 mcg comp.x 50","LEVOTIROXINA GSK","GlaxoSmithKline","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","100 mcg comp.birran.x 50","EUTHYROX","Elea","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","200 mcg comp.birran.x 50","EUTHYROX","Elea","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","100 mcg comp.x 50","T4 MONTPELLIER 100","Montpellier","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
"levotiroxina","25 mcg comp.birran.x 50","EUTHYROX","Elea","Terapeutica tiroidea","Comprimidos/Pastillas/Tabletas/Grageas"
